0, "Emmanuel Macron annonce un changement dans la formation des enseignants","Le président de la République Emmanuel Macron s'est exprimé ce vendredi 5 avril sur la formation initiale des enseignants qu'il compte faire évoluer. Emmanuel Macron a annoncé vendredi un changement dans la formation initiale des enseignants à partir de "l'année prochaine" une mesure pour tenter de remédier à une crise de recrutement des professeurs. "Le concours sera passé à la fin de la Licence". Soit à bac+3 au lieu de bac+5 actuellement. A déclaré le chef de l'Etat lors d'un déplacement dans une école à Paris."On va monter en charge dès l'année prochaine et en fait sur deux ou trois ans. On va le systématiser.", https://www.gala.fr/imgre/fit/~1~gal~2023~09~15~4ea69fe4-11ce-42fb-a280-00247b8eb168.jpeg/1924x1461/quality/80/emmanuel-macron.jpeg,Politique,nikbud03@gmail.com,18.04.2024
1, L'Antiboise Alessia Zarbo qualifiée pour les Jeux Olympiques de Paris sur 10.000 m,"Le Nice Côte d'Azur Athlétisme a eu le bonheur d'apprendre, ce mercredi, qu'Alessia Zarbo remplit les critères de World Athletics pour participer aux Jeux Olympiques de Paris-2024 (26 juillet-11 août).", https://fyooyzbm.filerobot.com/v7/043_KMSP_000848_0291-CzPhNDnB.jpg?vh=55e1af&ci_seal=99a10d1b51,Sport,nikbud03@gmail.com,18.04.2024
2, Pôle emploi devient France Travail: plus de coordination et defficacité, "Malgré un chômage en baisse et un taux d'emploi qui continue sa progression, de nombreuses personnes peinent à trouver du travail et des entreprises à recruter. Une situation à laquelle Pôle emploi, en l’état, ne semble plus pouvoir faire face. En cause? Une certaine complexité et des surcharges administratives, un émiettement des acteurs et des procédures, mais aussi un manque de communication entre Pôle emploi, l’État, les collectivités territoriales et les partenaires sociaux.",https://fyooyzbm.filerobot.com/v7/maxmatinnews541712-BKLDcHJU.jpg?vh=8d0fb8&ci_seal=b20541f794,Economie,nikbud03@gmail.com,17.04.2024
3, "JO, Tour de France: comment ces commerçants sélectionnés par la municipalité vont s'adapter pour participer aux évènements niçois", "Les associations de commerçants, l’Umih NCA, la FCNA et Nice Shopping ont été sélectionnés pour participer, pendant deux ans, aux événements organisés par la Ville. Une première. 'C’est une affaire de synergie. Si la sauce ne prend pas pour un évènement organisé par la Ville Nice, ça impactera les commerçants. Et si les commerçants ne font pas vivre l’évènement à leur échelle, ça impactera la Ville en retour.'", https://fyooyzbm.filerobot.com/v7/protec/DATA_ART_13144834-pI1VzcYG.jpg?vh=30e7a3&ci_seal=e7af4c2781&w=1280&h=746&gravity=auto&func=crop,Culture,nikbud03@gmail.com,16.04.2024
4, "'Le hobby des sneakers, ça se prête vite à la vente': au salon de la basket de Biot, les passionnés cherchaient la perle rare","En deux éditions, le salon Sneakers 4 love, à Biot, s’est imposé comme une référence chez les passionnés de baskets azuréens. Qui sont souvent des boursicoteurs en puissance à l’affût d’une rareté.",https://fyooyzbm.filerobot.com/v7/protec/DATA_ART_13321274-HEh5VeE3.jpg?vh=99b970&ci_seal=cb49751ecc&w=1280&h=746&gravity=auto&func=crop,Culture,nikbud03@gmail.com,23/04/2024
5, "Horaires, quartiers concernés… 5 questions pour tout savoir du couvre-feu pour les moins de 13 ans annoncé par Christian Estrosi à Nice","Le couvre-feu pour les mineurs de moins de 13 ans est de retour à Nice dès le 1er mai 2024 et pour tout l'été, a décidé le maire Christian Estrosi. Quartiers, horaires, modalités... Il donne à ""Nice-Matin"" les détails de sa mesure. Quinze ans après sa toute première instauration, le couvre-feu pour les mineurs de moins de 13 ans est donc de retour à Nice, a annoncé Christian Estrosi ce mardi 23 avril 2024. Quand? Où? Qui est concerné et comment? Quelles sont les modalités de cet arrêté? Le maire de Nice a réservé à Nice-Matin les détails de sa mesure.",https://fyooyzbm.filerobot.com/v7/protec/DATA_ART_13331997-2SlA5YOV.jpg?vh=a3a6b1&ci_seal=3ce547c583&w=1280&h=746&gravity=auto&func=crop,Culture,nikbud03@gmail.com,23/04/2024
6, "Procès en appel de l’attentat du 14-Juillet: le Fonds de garantie des victimes de terrorisme sera-t-il entendu par la cour?","Me Virginie Le Roy, la pugnace avocate parisienne de l’association Promenade des Anges, est repartie au combat pour l’affaire des organes, avec l’audition de plusieurs médecins légistes ce jeudi. Mais elle se lance dans une autre bataille. Elle souhaite aussi qu’une représentante du FGTI, le Fonds de garantie des victimes de terrorisme soit entendue par la cour. Le président se prononcera ce mardi matin.",https://fyooyzbm.filerobot.com/v7/protec/DATA_ART_13327959-kHvviyfY.jpg?vh=d3c0a3&ci_seal=795e483997&w=1280&h=746&gravity=auto&func=crop,Politique,nikbud03@gmail.com,23/04/2024
7, """Un moyen de légitimer le gouvernement en place"": un référendum dans la tourmente en Equateur","En plus de la violence criminelle toujours omniprésente, deux crises, l'une énergétique, l'autre diplomatique, frappent désormais l'Equateur qui se prononce dimanche par référendum sur plusieurs mesures portées par le gouvernement contre le narcotrafic et les gangs.",https://fyooyzbm.filerobot.com/v7/afp/b6ad895ea4b20646400b62b667f8e4f75ccd05b3-JRbVWgPf.jpg?vh=e03867&ci_seal=970fd6bd52&w=1280&h=746&gravity=auto&func=crop,Politique,nikbud03@gmail.com,23/04/2024
8,"Cyberattaque à l'hôpital de Cannes: un groupe de hackers russophone revendique le piratage et réclame une rançon","Près de deux semaines après la cyberattaque qui a paralysé l'hôpital Simone-Veil de Cannes, les pirates sortent de l'ombre. Dans un long communiqué diffusé mardi 30 avril, l'établissement annonce avoir fait l'objet d'une demande de rançon venant du groupe de hackers russophone Lockbit3.0. ",https://fyooyzbm.filerobot.com/v7/maxmatinnews458939.jpg?vh=220bda&ci_seal=022ff520bd&w=1280&h=746&gravity=auto&func=crop,Politique,sf.bodrug@gmail.com,30/04/2024
9,"Pourquoi les sirènes vont sonner exceptionnellement ce jeudi dans plusieurs communes des Alpes-Maritimes?","Pas de panique si vous entendez les sirènes d'alerte ce jeudi 2 mai à 12h15Le système d'alerte et d'information des populations (Saip) est testé pour s'assurer que tout est opérationnel. Habituellement, le test a lieu le 1er mercredi de chaque mois. Compte tenu du mercredi 1er mai, le test est repoussé de 24 heures.Quelque 47 sirènes sont présentes dans le département des Alpes-Maritimes, à Antibes, Auribeau-sur-Siagne, Beaulieu-sur-Mer, Cannes, Cap-d'Ail, Contes, Grasse, Le Cannet, Mandelieu-La-Napoule, Nice, Saint-Cézaire-sur-Siagne, Saint-Laurent-du-Var, Valbonne et Villars-sur-Var.",https://fyooyzbm.filerobot.com/v7/maxmatinarch822335-nqhrYMq4-CY9kA73s.webp?vh=8dbec9&ci_seal=196cc40017&w=1280&h=746&gravity=auto&func=crop,Culture,sf.bodrug@gmail.com,30/04/2024
